task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_placeholder_hits,smell_is_very_short,smell_relative_length,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred
BigCodeBench/65,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,11,1,0,0,0,0,0,0,1,2,0,1.0,0,2.0522,0,0,0,0.8462,0.5656957790394256,1,0.5414351552063924,1
BigCodeBench/76,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['django', 'string', 'random']",0,12,7,1,2,0,0,0,0,1,3,0,1.0,0,2.8727,0,0,0,1.0,0.5149438467343393,1,0.6081163828741554,1
BigCodeBench/81,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['flask_restful', 'flask', 'requests']",0,12,1,0,0,0,0,0,0,2,3,0,1.0,0,2.1887,0,0,0,1.0,0.580033010549811,1,0.6110688010534223,1
BigCodeBench/93,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,16,4,1,1,0,0,0,0,1,4,0,1.0,0,2.5282,0,0,0,1.0,0.45923200173952483,0,0.5145091711742535,1
BigCodeBench/94,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,1,3,0,1.0,0,1.7822,0,0,0,1.0,0.5339156683156905,1,0.5823019294107974,1
BigCodeBench/102,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,10,1,0,0,0,0,0,0,1,4,0,1.0,0,1.8352,0,0,0,0.9091,0.5796010483122047,1,0.6036189512869028,1
BigCodeBench/105,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,23,5,1,3,0,0,0,0,1,3,0,1.0,0,3.1275,0,0,0,1.2105,0.4596728737655538,0,0.42841767121190166,0
BigCodeBench/106,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,32,6,1,3,1,0,0,0,1,3,0,1.0,0,3.2409,0,0,0,1.3333,0.293283049651847,0,0.4214505039781096,0
BigCodeBench/112,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,13,3,1,2,0,0,0,0,1,2,0,1.0,0,2.3744,0,0,0,1.0833,0.6294804074431674,1,0.6133335445584729,1
BigCodeBench/117,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'random']",0,18,8,1,3,0,0,0,0,1,3,0,1.0,0,2.245,0,0,0,1.0,0.4176059155994427,0,0.5067927965944089,1
BigCodeBench/141,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['statistics', 'pandas', 'numpy']",0,16,4,1,1,1,0,0,0,1,3,0,1.0,0,0.5571,0,0,0,1.0667,0.46387214093538676,0,0.5109737202106068,1
BigCodeBench/157,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,16,3,1,2,0,0,0,0,1,4,0,1.0,0,2.3461,0,0,0,1.0667,0.5511854205987292,1,0.5202409112457727,1
BigCodeBench/161,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'datetime', 're']",0,21,4,2,2,1,0,0,0,1,3,0,1.0,0,3.1421,0,0,0,0.913,0.39953563649656915,0,0.4072596490242877,0
BigCodeBench/167,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,2.2774,0,0,0,1.0,0.5205729812943651,1,0.5853748270334956,1
BigCodeBench/177,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['nltk', 'string', 're']",0,15,5,1,1,1,0,0,0,1,4,0,1.0,0,1.1315,0,0,0,0.8824,0.4064087275626124,0,0.3883536652589314,0
BigCodeBench/182,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['re', 'sklearn']",0,10,1,0,0,0,0,0,0,1,4,0,1.0,0,2.5188,0,0,0,0.9091,0.5839141043320977,1,0.6213710521373922,1
BigCodeBench/189,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['re', 'requests', 'json']",0,15,5,4,1,2,0,1,1,2,3,1,1.0,0,2.2857,0,0,0,1.1538,0.3797444648072696,0,0.3095939349804223,0
BigCodeBench/205,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,1.0,0,1.6216,0,0,0,1.0,0.5871654493316302,1,0.5237972838889963,1
BigCodeBench/207,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['re', 'requests']",0,7,1,0,0,0,0,0,0,1,3,0,1.0,0,2.5993,0,0,0,0.7,0.6008465408056028,1,0.5481256032370573,1
BigCodeBench/212,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['operator', 'numpy', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,1.0,0,2.443,0,0,0,1.0,0.5573409707421622,1,0.6216983673720247,1
BigCodeBench/214,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,14,2,1,1,0,0,0,0,1,4,0,1.0,0,2.4863,0,0,0,1.0,0.552638389410128,1,0.5364345169710422,1
BigCodeBench/216,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'collections', 'json', 'os']",0,14,3,3,1,1,0,0,0,1,4,0,0.75,1,3.5952,0,0,0,0.875,0.4981660997147411,0,0.43838349712742847,0
BigCodeBench/223,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'sklearn']",0,17,4,1,2,1,0,0,0,1,2,0,1.0,0,0.7806,0,0,0,1.0,0.48893771154629306,0,0.5446410838969401,1
BigCodeBench/266,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['csv', 'collections', 'os']",0,20,5,3,2,2,0,0,0,1,4,0,1.0,0,3.8297,0,0,0,1.0526,0.4130659976222017,0,0.3388127551316328,0
BigCodeBench/270,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 're']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.6347,0,0,0,0.8333,0.669352006360595,1,0.7791070134781378,1
BigCodeBench/275,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'itertools']",0,6,2,1,1,0,0,0,0,1,2,0,1.0,0,1.7871,0,0,0,0.9231,0.6928709640342019,1,0.8094813126841378,1
BigCodeBench/277,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,1.0,0,2.4183,0,0,0,1.0,0.5083132601478842,1,0.46965448197925297,0
BigCodeBench/279,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'random']",0,7,4,0,0,0,0,0,0,1,2,0,1.0,0,1.6003,0,0,0,0.6364,0.5069576389926773,1,0.35355374273725,0
BigCodeBench/286,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['csv', 'collections', 'os']",0,21,4,4,1,1,0,1,1,2,3,1,1.0,0,3.1136,0,0,0,0.9545,0.27233230987036894,0,0.2944522352901113,0
BigCodeBench/287,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['json', 'collections', 'os']",0,15,3,3,1,1,0,0,0,1,3,0,1.0,0,3.5053,0,0,0,1.0,0.5172627390252211,1,0.5403009523232137,1
BigCodeBench/290,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['nltk', 'collections', 'os']",0,14,5,3,1,1,0,0,0,1,4,0,1.0,0,2.9075,0,0,0,0.9333,0.4520489131260059,0,0.47491279421643684,0
BigCodeBench/296,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,12,2,1,1,0,0,0,0,1,2,0,1.0,0,1.9954,0,0,0,0.9231,0.5877692122079975,1,0.5629075636080908,1
BigCodeBench/300,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,17,3,1,1,0,0,0,0,1,3,0,1.0,0,1.9956,0,0,0,1.0,0.4734667906680751,0,0.5104290702247967,1
BigCodeBench/301,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,16,1,0,0,0,0,0,0,1,4,0,1.0,0,3.1314,0,0,0,1.1429,0.5290336055342254,1,0.5498645761247458,1
BigCodeBench/311,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['random', 'numpy', 'scipy']",0,14,3,2,1,1,0,0,0,1,3,0,1.0,0,2.585,0,0,0,1.0,0.5288809351146981,1,0.5375863970933121,1
BigCodeBench/313,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['shutil', 'datetime', 're', 'os']",0,27,7,4,5,1,0,0,0,1,4,0,1.0,0,3.6679,0,0,0,1.2273,0.4220946966334103,0,0.34491062007770606,0
BigCodeBench/314,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['http', 'socket', 'ssl']",0,13,1,0,0,0,0,0,0,1,3,0,1.0,0,2.6936,0,0,0,0.9286,0.5418855794703081,1,0.5758446390788007,1
BigCodeBench/317,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 're', 'sklearn']",0,11,1,0,0,0,0,0,0,1,3,0,1.0,0,3.2451,0,0,0,1.0,0.6001088279124154,1,0.6652961396622706,1
BigCodeBench/323,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,17,5,1,2,0,0,0,0,1,4,0,1.0,0,1.5636,0,0,0,1.0,0.45568704782729635,0,0.5006043717955941,1
BigCodeBench/329,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['json', 're', 'os']",0,16,3,1,1,1,0,0,0,1,4,0,1.0,0,3.1393,0,0,0,1.3333,0.5627525107484551,1,0.5025555469278948,1
BigCodeBench/333,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,2.7271,0,0,0,1.0,0.6696515808473408,1,0.8348188445824037,1
BigCodeBench/335,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['queue', 'collections', 'random']",0,8,2,0,0,0,0,0,0,1,2,0,0.6667,1,2.0911,0,0,0,0.8889,0.5805034767302689,1,0.5925377905915695,1
BigCodeBench/339,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,12,2,1,1,0,0,0,0,1,4,0,1.0,0,2.6404,0,0,0,1.0,0.5914770134009715,1,0.5934422795220002,1
BigCodeBench/349,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random']",0,10,2,1,0,1,0,0,0,1,2,0,1.0,0,2.6923,0,0,0,0.8333,0.552247444395188,1,0.49001363933968395,0
BigCodeBench/362,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'os']",0,9,2,1,1,0,0,0,0,1,2,0,1.0,0,2.5433,0,0,0,0.75,0.6068131701102062,1,0.4376307615478012,0
BigCodeBench/364,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,16,2,1,1,0,0,0,0,1,4,0,1.0,0,2.5331,0,0,0,1.1429,0.5487903172904741,1,0.514426182821482,1
BigCodeBench/369,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,12,1,0,0,0,0,0,0,1,3,0,1.0,0,2.5352,0,0,0,0.8571,0.5429347878876873,1,0.557385111497585,1
BigCodeBench/372,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['glob', 'docx', 're']",0,13,3,2,0,2,0,0,0,1,4,0,1.0,0,3.5359,0,0,0,0.9286,0.46998919295222125,0,0.5095936465178625,1
BigCodeBench/376,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['nltk', 'collections', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,2.1329,0,0,0,0.9,0.5533338739814165,1,0.5378659049166515,1
BigCodeBench/384,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['collections', 'itertools', 'random']",0,12,2,1,0,1,0,0,0,1,3,0,1.0,0,1.9931,0,0,0,0.9231,0.5214274579071879,1,0.5564661048601223,1
BigCodeBench/392,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'matplotlib']",0,15,2,1,1,0,0,0,0,1,3,0,1.0,0,2.8,0,0,0,1.0714,0.5618973416616485,1,0.531863767257934,1
BigCodeBench/407,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['csv', 'openpyxl', 'os']",0,14,4,2,1,1,0,0,0,1,3,0,1.0,0,3.187,0,0,0,0.9333,0.4890775224603718,0,0.5080308782444922,1
BigCodeBench/410,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'datetime', 'os']",0,19,4,2,2,0,0,1,1,1,3,1,1.0,0,3.648,0,0,0,1.0556,0.37258970741292596,0,0.375645653702349,0
BigCodeBench/416,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,13,5,1,3,0,0,0,0,1,3,0,1.0,0,2.1749,0,0,0,0.8667,0.5635039932853017,1,0.5047073648743443,1
BigCodeBench/418,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,27,1,0,0,0,0,0,0,1,5,0,1.0,0,2.8248,0,0,0,1.08,0.30125575860800774,0,0.45654316457117516,0
BigCodeBench/432,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['scipy', 'seaborn']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,3.3487,0,0,0,0.96,0.5633542043044998,1,0.629872461307701,1
BigCodeBench/437,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pickle', 'os']",0,10,1,0,0,0,0,0,0,1,4,0,1.0,0,3.6497,0,0,0,1.0,0.6120541994894352,1,0.6939161330121385,1
BigCodeBench/440,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,3,1,1,0,0,0,0,1,3,0,1.0,0,2.6782,0,0,0,1.0769,0.5542434554861912,1,0.5375863970933121,1
BigCodeBench/442,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,17,2,1,1,0,0,0,0,1,3,0,1.0,0,2.9904,0,0,0,1.0,0.5075297510813107,1,0.5141633929687845,1
BigCodeBench/450,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'scipy', 'sklearn']",0,16,2,1,1,0,0,0,0,2,3,0,1.0,0,2.4656,0,0,0,0.8889,0.5020916449340418,1,0.3738625506863135,0
BigCodeBench/451,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,15,3,1,2,0,0,0,0,1,4,0,1.0,0,2.7345,0,0,0,0.8824,0.52870698540552,1,0.45466816555385253,0
BigCodeBench/452,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'sklearn']",0,13,1,0,0,0,0,0,0,1,5,0,1.0,0,2.6733,0,0,0,0.8667,0.5079969041935809,1,0.5038446854934372,1
BigCodeBench/458,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 're', 'json']",0,22,2,4,4,0,0,0,0,6,3,0,1.0,0,1.831,0,0,0,1.0,0.5838867223960141,1,0.41196619273285995,0
BigCodeBench/481,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random', 're']",0,18,3,0,0,0,0,0,0,3,3,0,1.0,0,2.8827,0,0,0,1.2857,0.4882954314999637,0,0.40473636235805843,0
BigCodeBench/490,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['xmltodict', 'json']",0,7,1,1,0,0,0,0,0,1,2,0,1.0,0,2.827,0,0,0,1.0,0.6790304878960274,1,0.8173396738554282,1
BigCodeBench/491,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['datetime', 'random', 'matplotlib']",0,20,7,1,2,1,0,0,0,1,3,0,1.0,0,2.4976,0,0,0,0.8333,0.31814664410956706,0,0.34825396184528645,0
BigCodeBench/492,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'random']",0,25,8,2,3,2,0,0,0,1,3,0,1.0,0,3.5907,0,0,0,1.0,0.28961239060784877,0,0.347020011748892,0
BigCodeBench/499,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,14,3,2,0,2,0,0,0,1,4,0,1.0,0,2.9124,0,0,0,1.0,0.4638664023494321,0,0.5277684614215501,1
BigCodeBench/507,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy']",0,12,3,1,2,0,0,0,0,2,3,0,1.0,0,3.0067,0,0,0,0.75,0.5709843890681685,1,0.41184303804796774,0
BigCodeBench/510,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['difflib', 'gzip']",0,9,1,1,0,0,0,0,0,1,2,0,1.0,0,2.025,0,0,0,1.0,0.639635236865615,1,0.6955314840051828,1
BigCodeBench/521,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,9,1,0,0,0,0,0,0,1,2,0,1.0,0,2.0333,0,0,0,0.75,0.5807073706404877,1,0.45547546712200876,0
BigCodeBench/523,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,15,2,1,1,0,0,0,0,2,2,0,1.0,0,2.8712,0,0,0,0.9375,0.5451285053891283,1,0.4680676815618526,0
BigCodeBench/525,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,21,5,2,0,3,0,0,0,1,4,0,1.0,0,2.2194,0,0,0,0.9333,0.26457649271972294,0,0.20596898070268274,0
BigCodeBench/528,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,18,5,1,1,0,0,0,0,1,4,0,1.0,0,2.4331,0,0,0,0.9474,0.3817826992774463,0,0.4288327918667336,0
BigCodeBench/533,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,22,5,2,1,1,0,1,1,1,4,1,1.0,0,2.7839,0,0,0,1.1579,0.25800670081599647,0,0.26665043142983,0
BigCodeBench/534,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['base64', 'numpy', 'cryptography']",0,27,1,0,0,0,0,0,0,1,6,0,1.0,0,1.6421,0,0,0,1.2273,0.3169995776575735,0,0.4481481043862454,0
BigCodeBench/535,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['sqlite3', 'numpy', 'random']",0,32,4,1,2,1,0,0,0,1,3,0,1.0,0,1.3872,0,0,0,1.3333,0.28800303170183633,0,0.41265734826507794,0
BigCodeBench/543,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['base64', 'os']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,2.2507,0,0,0,0.875,0.6471991256897583,1,0.7245603394059846,1
BigCodeBench/549,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'base64']",0,10,1,0,0,0,0,0,0,1,2,0,1.0,0,2.446,0,0,0,1.25,0.6773849984162359,1,0.698687363079989,1
BigCodeBench/555,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,1,4,0,1.0,0,2.3831,0,0,0,1.0,0.52837625651751,1,0.5911029006594102,1
BigCodeBench/560,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,18,2,1,0,1,0,0,0,1,3,0,1.0,0,3.8837,0,0,0,1.2,0.4844849535373699,0,0.4372269816360032,0
BigCodeBench/564,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,2.3972,0,0,0,0.6471,0.5013414027970476,1,0.3474570288081545,0
BigCodeBench/571,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'inspect']",0,26,12,2,3,1,0,1,1,1,3,1,1.0,0,1.093,0,0,0,0.963,0.12601832722505357,0,0.35122728854370766,0
BigCodeBench/578,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['unicodedata', 'requests']",0,14,3,2,1,1,0,0,0,1,2,0,1.0,0,1.8498,0,0,0,0.9333,0.5174959607623806,1,0.5082021969526382,1
BigCodeBench/606,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'scipy']",0,8,1,0,0,0,0,0,0,1,3,0,1.0,0,3.5271,0,0,0,1.1429,0.6863952699290328,1,0.7622595810044542,1
BigCodeBench/617,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,15,3,1,1,0,0,0,0,1,4,0,1.0,0,2.6886,0,0,0,0.6667,0.4272299091421676,0,0.2879458077981395,0
BigCodeBench/621,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,17,1,0,0,0,0,0,0,1,4,0,1.0,0,2.7206,0,0,0,1.1333,0.5047430063995814,1,0.5601909597899014,1
BigCodeBench/622,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'scipy']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,2.6356,0,0,0,0.8125,0.5041264866753242,1,0.47287208063989433,0
BigCodeBench/628,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['math', 'random', 'matplotlib']",0,15,3,0,0,0,0,0,0,1,3,0,1.0,0,2.2953,0,0,0,1.0,0.462741564031619,0,0.5174127382821847,1
BigCodeBench/633,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['nltk', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,2.0971,0,0,0,0.9,0.5531044225562661,1,0.5378659049166515,1
BigCodeBench/641,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 're', 'os']",0,12,4,3,1,2,0,0,0,1,3,0,1.0,0,2.0747,0,0,0,1.0,0.5302361874037319,1,0.6036531203806883,1
BigCodeBench/642,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['hashlib', 're', 'binascii']",0,16,4,4,1,2,0,0,0,1,4,0,1.0,0,2.4541,0,0,0,1.0667,0.4638022129186802,0,0.5109390786859923,1
BigCodeBench/654,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,2,3,0,1.0,0,3.6244,0,0,0,0.7568,0.4926444262175743,0,0.3208613771410553,0
BigCodeBench/665,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['shutil', 'itertools', 'fnmatch', 'os']",0,15,6,3,2,2,0,0,0,1,4,0,1.0,0,4.0782,0,0,0,1.0714,0.48739972302592816,0,0.5112314810115732,1
BigCodeBench/667,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'heapq']",0,4,3,0,0,0,0,0,0,1,2,0,1.0,0,2.1763,0,0,0,0.5714,0.5799770601486336,1,0.5183465543875726,1
BigCodeBench/669,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['math', 'itertools']",0,12,3,2,1,1,0,0,0,1,2,0,1.0,0,2.625,0,0,0,1.0909,0.5979728344472618,1,0.5941199535078324,1
BigCodeBench/672,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['csv', 'sys']",0,9,2,2,0,1,0,0,0,1,2,0,1.0,0,1.9072,0,0,0,0.8182,0.5644202914392037,1,0.47018834018218614,0
BigCodeBench/675,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['random', 'os']",0,15,2,2,0,1,0,0,0,1,3,0,1.0,0,3.3169,0,0,0,1.0714,0.5095236924787881,1,0.531863767257934,1
BigCodeBench/685,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'itertools']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.7956,0,0,0,1.0,0.7048256086472222,1,0.8779459726195477,1
